timestamp, screen
2017.09.29_02.00.09.000, screenOn
2017.09.29_02.00.19.000, screenOff
2017.09.29_02.21.11.000, screenOn
2017.09.29_02.21.16.000, screenOff
2017.09.29_06.48.21.000, screenOn
2017.09.29_07.00.43.000, screenOff
2017.09.29_08.31.23.000, screenOff
2017.09.29_08.36.01.000, screenOn
2017.09.29_08.36.22.000, screenOff
2017.09.29_10.27.38.000, screenOff
2017.09.29_10.27.59.000, screenOn
2017.09.29_10.28.09.000, screenOff
2017.09.29_10.29.37.000, screenOn
2017.09.29_10.29.46.000, screenOff
2017.09.29_10.38.08.000, screenOff
2017.09.29_10.47.29.000, screenOn
2017.09.29_10.50.01.000, screenOff
2017.09.29_11.59.53.000, screenOn
2017.09.29_12.00.03.000, screenOff
2017.09.29_12.08.40.000, screenOff
2017.09.29_12.12.19.000, screenOn
2017.09.29_12.12.24.000, screenOff
2017.09.29_12.14.44.000, screenOff
2017.09.29_12.14.50.000, screenOn
2017.09.29_12.32.47.000, screenOff
2017.09.29_12.35.48.000, screenOn
2017.09.29_12.43.11.000, screenOff
2017.09.29_12.56.43.000, screenOff
2017.09.29_12.57.01.000, screenOn
2017.09.29_12.57.29.000, screenOff
2017.09.29_13.00.23.000, screenOff
2017.09.29_13.00.26.000, screenOn
2017.09.29_13.00.36.000, screenOff
2017.09.29_13.00.50.000, screenOn
2017.09.29_13.01.06.000, screenOff
2017.09.29_13.01.17.000, screenOn
2017.09.29_13.01.34.000, screenOff
2017.09.29_13.02.13.000, screenOff
2017.09.29_13.02.22.000, screenOn
2017.09.29_13.04.09.000, screenOff
2017.09.29_13.30.31.000, screenOn
2017.09.29_13.31.16.000, screenOff
2017.09.29_13.31.59.000, screenOn
2017.09.29_13.34.16.000, screenOff
2017.09.29_13.35.22.000, screenOff
2017.09.29_13.36.47.000, screenOn
2017.09.29_13.36.57.000, screenOff
2017.09.29_13.37.33.000, screenOn
2017.09.29_13.38.48.000, screenOff
2017.09.29_13.40.55.000, screenOff
2017.09.29_13.42.12.000, screenOn
2017.09.29_13.43.42.000, screenOff
2017.09.29_13.44.41.000, screenOn
2017.09.29_13.46.57.000, screenOff
2017.09.29_13.48.32.000, screenOff
2017.09.29_13.50.41.000, screenOn
2017.09.29_13.52.17.000, screenOff
2017.09.29_13.53.03.000, screenOn
2017.09.29_13.53.36.000, screenOff
2017.09.29_13.53.58.000, screenOff
2017.09.29_13.54.25.000, screenOn
2017.09.29_13.54.43.000, screenOff
2017.09.29_13.54.45.000, screenOn
2017.09.29_13.55.21.000, screenOff
2017.09.29_13.57.40.000, screenOn
2017.09.29_13.57.49.000, screenOff
2017.09.29_14.02.27.000, screenOn
2017.09.29_14.02.47.000, screenOff
2017.09.29_14.03.38.000, screenOn
2017.09.29_14.03.49.000, screenOff
2017.09.29_14.05.27.000, screenOff
2017.09.29_14.05.28.000, screenOn
2017.09.29_14.06.55.000, screenOff
2017.09.29_14.07.06.000, screenOff
2017.09.29_14.32.47.000, screenOn
2017.09.29_14.39.29.000, screenOff
2017.09.29_14.44.02.000, screenOff
2017.09.29_14.47.07.000, screenOn
2017.09.29_14.52.05.000, screenOff
2017.09.29_14.52.41.000, screenOn
2017.09.29_14.54.43.000, screenOff
2017.09.29_14.54.49.000, screenOn
2017.09.29_15.06.12.000, screenOff
2017.09.29_15.07.10.000, screenOff
2017.09.29_15.14.39.000, screenOn
2017.09.29_15.15.20.000, screenOff
2017.09.29_15.16.17.000, screenOn
2017.09.29_15.20.06.000, screenOff
2017.09.29_15.22.55.000, screenOn
2017.09.29_15.22.59.000, screenOff
2017.09.29_15.24.01.000, screenOn
2017.09.29_15.38.14.000, screenOff
2017.09.29_15.40.00.000, screenOn
2017.09.29_15.40.56.000, screenOff
2017.09.29_15.43.11.000, screenOff
2017.09.29_15.46.09.000, screenOn
2017.09.29_15.46.20.000, screenOff
2017.09.29_16.00.48.000, screenOff
2017.09.29_16.01.12.000, screenOn
2017.09.29_16.01.34.000, screenOff
2017.09.29_16.03.57.000, screenOff
2017.09.29_16.04.00.000, screenOn
2017.09.29_16.04.45.000, screenOff
2017.09.29_16.05.29.000, screenOff
2017.09.29_16.05.30.000, screenOn
2017.09.29_16.05.38.000, screenOff
2017.09.29_16.12.43.000, screenOn
2017.09.29_16.13.11.000, screenOff
2017.09.29_16.13.13.000, screenOn
2017.09.29_16.13.41.000, screenOff
2017.09.29_16.16.40.000, screenOn
2017.09.29_16.16.51.000, screenOff
2017.09.29_16.16.59.000, screenOn
2017.09.29_16.17.42.000, screenOff
2017.09.29_16.18.06.000, screenOn
2017.09.29_16.31.25.000, screenOff
2017.09.29_16.32.40.000, screenOn
2017.09.29_16.32.53.000, screenOff
2017.09.29_16.34.38.000, screenOn
2017.09.29_16.35.07.000, screenOff
2017.09.29_16.39.54.000, screenOn
2017.09.29_16.51.37.000, screenOff
2017.09.29_16.52.50.000, screenOn
2017.09.29_16.57.12.000, screenOff
2017.09.29_16.57.37.000, screenOn
2017.09.29_16.59.34.000, screenOff
2017.09.29_17.00.38.000, screenOn
2017.09.29_17.01.43.000, screenOff
2017.09.29_17.02.01.000, screenOn
2017.09.29_17.05.29.000, screenOff
2017.09.29_17.34.17.000, screenOff
2017.09.29_18.04.32.000, screenOff
2017.09.29_18.25.27.000, screenOff
2017.09.29_18.25.27.000, screenOn
2017.09.29_18.25.39.000, screenOff
2017.09.29_18.36.36.000, screenOn
2017.09.29_18.49.09.000, screenOff
2017.09.29_19.10.57.000, screenOff
2017.09.29_19.12.26.000, screenOn
2017.09.29_19.13.04.000, screenOff
2017.09.29_19.22.20.000, screenOff
2017.09.29_19.29.28.000, screenOff
2017.09.29_19.37.55.000, screenOn
2017.09.29_19.38.08.000, screenOff
2017.09.29_19.40.47.000, screenOff
2017.09.29_19.40.52.000, screenOn
2017.09.29_19.42.52.000, screenOff
2017.09.29_19.45.15.000, screenOn
2017.09.29_19.45.44.000, screenOff
2017.09.29_19.51.17.000, screenOn
2017.09.29_19.54.00.000, screenOff
2017.09.29_19.54.05.000, screenOn
2017.09.29_19.56.59.000, screenOff
2017.09.29_19.58.00.000, screenOn
2017.09.29_19.59.20.000, screenOff
2017.09.29_20.02.07.000, screenOn
2017.09.29_20.03.04.000, screenOff
2017.09.29_20.04.10.000, screenOn
2017.09.29_20.04.24.000, screenOff
2017.09.29_20.08.58.000, screenOn
2017.09.29_20.09.27.000, screenOff
2017.09.29_20.23.08.000, screenOff
2017.09.29_20.27.50.000, screenOn
2017.09.29_20.28.10.000, screenOff
2017.09.29_20.28.54.000, screenOn
2017.09.29_21.50.57.000, screenOn
2017.09.29_21.50.58.000, screenOff
2017.09.29_21.57.17.000, screenOn
2017.09.29_21.57.42.000, screenOff
2017.09.29_21.57.56.000, screenOn
2017.09.29_21.58.08.000, screenOff
2017.09.29_22.02.43.000, screenOn
2017.09.29_22.03.09.000, screenOff
2017.09.29_22.06.49.000, screenOn
2017.09.29_22.07.27.000, screenOff
2017.09.29_22.07.46.000, screenOff
2017.09.29_22.09.07.000, screenOn
2017.09.29_22.09.37.000, screenOff
2017.09.29_22.14.47.000, screenOn
2017.09.29_22.15.59.000, screenOff
2017.09.29_22.19.07.000, screenOn
2017.09.29_22.19.18.000, screenOff
2017.09.29_22.20.37.000, screenOn
2017.09.29_22.21.24.000, screenOff
2017.09.29_22.22.38.000, screenOff
2017.09.29_22.22.40.000, screenOn
2017.09.29_22.22.51.000, screenOff
2017.09.29_22.23.33.000, screenOff
2017.09.29_22.23.56.000, screenOff
2017.09.29_22.27.34.000, screenOff
2017.09.29_22.27.45.000, screenOff
2017.09.29_22.31.08.000, screenOn
2017.09.29_22.31.33.000, screenOff
2017.09.29_22.32.27.000, screenOn
2017.09.29_22.35.10.000, screenOff
2017.09.29_22.36.41.000, screenOff
2017.09.29_22.39.19.000, screenOff
2017.09.29_22.41.25.000, screenOn
2017.09.29_22.41.34.000, screenOff
2017.09.29_22.42.52.000, screenOn
2017.09.29_22.43.09.000, screenOff
2017.09.29_22.45.32.000, screenOn
2017.09.29_22.46.03.000, screenOff
2017.09.29_22.54.31.000, screenOn
2017.09.29_22.54.51.000, screenOff
2017.09.29_22.55.15.000, screenOff
2017.09.29_23.15.13.000, screenOn
2017.09.29_23.15.56.000, screenOff
2017.09.29_23.19.12.000, screenOn
2017.09.29_23.19.46.000, screenOff
2017.09.29_23.20.16.000, screenOff
2017.09.29_23.25.59.000, screenOff
2017.09.29_23.33.30.000, screenOff
2017.09.29_23.35.24.000, screenOn
2017.09.29_23.36.00.000, screenOff
2017.09.29_23.51.13.000, screenOn
2017.09.29_23.52.05.000, screenOff
2017.09.29_23.52.13.000, screenOn
2017.09.29_23.52.23.000, screenOff
2017.09.29_23.59.26.000, screenOn
2017.09.29_23.59.33.000, screenOff
2017.09.30_00.02.32.000, screenOn
2017.09.30_00.03.18.000, screenOff
2017.09.30_00.03.32.000, screenOn
2017.09.30_00.05.35.000, screenOff
2017.09.30_00.07.41.000, screenOn
2017.09.30_00.11.27.000, screenOff
2017.09.30_00.15.18.000, screenOn
2017.09.30_00.20.24.000, screenOff
2017.09.30_00.28.23.000, screenOn
2017.09.30_00.30.40.000, screenOff
2017.09.30_00.38.50.000, screenOn
2017.09.30_00.39.21.000, screenOff
2017.09.30_00.41.58.000, screenOn
2017.09.30_00.45.40.000, screenOff
2017.09.30_00.54.20.000, screenOff
2017.09.30_00.56.22.000, screenOn
2017.09.30_00.58.18.000, screenOff
2017.09.30_01.05.36.000, screenOn
2017.09.30_01.06.54.000, screenOff
2017.09.30_01.06.56.000, screenOn
2017.09.30_01.10.37.000, screenOff
2017.09.30_01.12.19.000, screenOn
2017.09.30_01.12.26.000, screenOff
2017.09.30_02.15.57.000, screenOff
2017.09.30_02.16.24.000, screenOn
2017.09.30_02.22.26.000, screenOff
2017.09.30_02.26.26.000, screenOn
2017.09.30_02.58.44.000, screenOff
2017.09.30_02.58.59.000, screenOn
2017.09.30_02.59.11.000, screenOff
2017.09.30_03.00.59.000, screenOn
2017.09.30_03.01.09.000, screenOff
2017.09.30_08.31.02.000, screenOn
2017.09.30_08.31.37.000, screenOff
2017.09.30_08.33.10.000, screenOff
2017.09.30_08.42.06.000, screenOn
2017.09.30_08.42.16.000, screenOff
2017.09.30_10.40.11.000, screenOn
2017.09.30_10.40.16.000, screenOff
2017.09.30_11.52.24.000, screenOn
2017.09.30_11.52.48.000, screenOff
2017.09.30_11.54.52.000, screenOn
2017.09.30_11.57.19.000, screenOff
2017.09.30_11.57.25.000, screenOn
2017.09.30_12.06.07.000, screenOff
2017.09.30_12.17.21.000, screenOn
2017.09.30_12.17.26.000, screenOff
2017.09.30_12.22.34.000, screenOn
2017.09.30_12.23.20.000, screenOff
2017.09.30_12.24.26.000, screenOff
2017.09.30_12.25.16.000, screenOn
2017.09.30_12.25.31.000, screenOff
2017.09.30_12.26.33.000, screenOn
2017.09.30_12.27.13.000, screenOff
2017.09.30_12.27.38.000, screenOn
2017.09.30_12.30.51.000, screenOff
2017.09.30_12.31.00.000, screenOn
2017.09.30_12.31.13.000, screenOff
2017.09.30_12.31.50.000, screenOff
2017.09.30_12.32.35.000, screenOn
2017.09.30_12.33.16.000, screenOff
2017.09.30_12.33.59.000, screenOn
2017.09.30_12.34.26.000, screenOff
2017.09.30_12.38.16.000, screenOff
2017.09.30_12.39.54.000, screenOn
2017.09.30_12.49.46.000, screenOff
2017.09.30_12.50.59.000, screenOn
2017.09.30_12.51.02.000, screenOff
2017.09.30_12.51.23.000, screenOn
2017.09.30_12.54.24.000, screenOff
2017.09.30_12.57.25.000, screenOn
2017.09.30_12.58.30.000, screenOff
2017.09.30_12.58.32.000, screenOn
2017.09.30_12.58.46.000, screenOff
2017.09.30_12.59.55.000, screenOff
2017.09.30_13.02.57.000, screenOn
2017.09.30_13.03.27.000, screenOff
2017.09.30_13.03.32.000, screenOn
2017.09.30_13.03.43.000, screenOff
2017.09.30_13.04.11.000, screenOn
2017.09.30_13.06.06.000, screenOff
2017.09.30_13.07.24.000, screenOn
2017.09.30_13.13.19.000, screenOff
2017.09.30_13.21.15.000, screenOff
2017.09.30_13.25.15.000, screenOn
2017.09.30_13.26.38.000, screenOff
2017.09.30_13.27.02.000, screenOn
2017.09.30_13.27.45.000, screenOff
2017.09.30_13.28.10.000, screenOn
2017.09.30_13.28.40.000, screenOff
2017.09.30_13.29.32.000, screenOn
2017.09.30_14.09.20.000, screenOff
2017.09.30_14.09.31.000, screenOn
2017.09.30_14.34.54.000, screenOff
2017.09.30_14.35.10.000, screenOn
2017.09.30_14.45.13.000, screenOff
2017.09.30_14.47.22.000, screenOn
2017.09.30_15.24.17.000, screenOff
2017.09.30_15.29.20.000, screenOn
2017.09.30_15.29.29.000, screenOff
2017.09.30_15.52.13.000, screenOn
2017.09.30_15.52.18.000, screenOff
2017.09.30_16.15.17.000, screenOff
2017.09.30_16.40.32.000, screenOff
2017.09.30_16.46.40.000, screenOn
2017.09.30_16.46.43.000, screenOff
2017.09.30_16.46.48.000, screenOn
2017.09.30_16.46.58.000, screenOff
2017.09.30_16.55.27.000, screenOn
2017.09.30_16.55.31.000, screenOff
2017.09.30_16.56.42.000, screenOn
2017.09.30_17.42.06.000, screenOff
2017.09.30_17.43.50.000, screenOff
2017.09.30_17.44.38.000, screenOn
2017.09.30_17.44.43.000, screenOff
2017.09.30_17.45.49.000, screenOn
2017.09.30_17.46.27.000, screenOff
2017.09.30_17.46.27.000, screenOn
2017.09.30_17.46.38.000, screenOff
2017.09.30_17.46.51.000, screenOn
2017.09.30_17.47.57.000, screenOff
2017.09.30_17.54.05.000, screenOn
2017.09.30_17.56.47.000, screenOff
2017.09.30_17.56.53.000, screenOn
2017.09.30_17.57.16.000, screenOff
2017.09.30_17.57.46.000, screenOn
2017.09.30_17.58.04.000, screenOff
2017.09.30_17.58.42.000, screenOn
2017.09.30_17.59.14.000, screenOff
2017.09.30_18.03.36.000, screenOn
2017.09.30_18.08.09.000, screenOff
2017.09.30_18.09.32.000, screenOn
2017.09.30_18.09.40.000, screenOff
2017.09.30_18.14.11.000, screenOn
2017.09.30_18.14.52.000, screenOff
2017.09.30_18.15.52.000, screenOn
2017.09.30_18.18.51.000, screenOff
2017.09.30_18.21.32.000, screenOff
2017.09.30_18.35.22.000, screenOn
2017.09.30_18.35.41.000, screenOff
2017.09.30_18.41.35.000, screenOn
2017.09.30_18.42.37.000, screenOff
2017.09.30_18.42.38.000, screenOn
2017.09.30_18.42.49.000, screenOff
2017.09.30_18.49.05.000, screenOn
2017.09.30_18.49.19.000, screenOff
2017.09.30_18.49.42.000, screenOn
2017.09.30_18.50.41.000, screenOff
2017.09.30_18.59.27.000, screenOn
2017.09.30_19.01.14.000, screenOff
2017.09.30_19.02.01.000, screenOn
2017.09.30_19.07.54.000, screenOff
2017.09.30_19.09.10.000, screenOff
2017.09.30_19.09.29.000, screenOff
2017.09.30_19.15.14.000, screenOn
2017.09.30_19.17.46.000, screenOff
2017.09.30_19.21.36.000, screenOn
2017.09.30_19.21.38.000, screenOff
2017.09.30_19.23.12.000, screenOn
2017.09.30_19.24.19.000, screenOff
2017.09.30_19.32.06.000, screenOn
2017.09.30_19.32.19.000, screenOff
2017.09.30_20.29.05.000, screenOff
2017.09.30_20.39.15.000, screenOff
2017.09.30_20.40.16.000, screenOn
2017.09.30_20.42.14.000, screenOff
2017.09.30_20.42.14.000, screenOn
2017.09.30_20.44.43.000, screenOff
2017.09.30_20.45.05.000, screenOn
2017.09.30_20.46.48.000, screenOff
2017.09.30_20.54.12.000, screenOn
2017.09.30_21.02.12.000, screenOff
2017.09.30_21.03.43.000, screenOn
2017.09.30_21.03.54.000, screenOff
2017.09.30_21.12.13.000, screenOn
2017.09.30_21.12.31.000, screenOff
2017.09.30_21.15.00.000, screenOn
2017.09.30_21.15.12.000, screenOff
2017.09.30_21.15.14.000, screenOn
2017.09.30_21.15.24.000, screenOff
2017.09.30_21.30.40.000, screenOn
2017.09.30_21.30.49.000, screenOff
2017.09.30_21.39.50.000, screenOn
2017.09.30_21.40.00.000, screenOff
2017.09.30_21.47.15.000, screenOn
2017.09.30_21.48.30.000, screenOff
2017.09.30_21.59.56.000, screenOn
2017.09.30_22.00.26.000, screenOff
2017.09.30_22.04.18.000, screenOff
2017.09.30_22.07.09.000, screenOn
2017.09.30_22.09.17.000, screenOff
2017.09.30_22.09.21.000, screenOn
2017.09.30_22.09.57.000, screenOff
2017.09.30_22.10.54.000, screenOff
2017.09.30_22.12.31.000, screenOn
2017.09.30_22.12.44.000, screenOff
2017.09.30_22.14.31.000, screenOn
2017.09.30_22.14.55.000, screenOff
2017.09.30_22.14.56.000, screenOn
2017.09.30_22.15.04.000, screenOff
2017.09.30_22.16.48.000, screenOn
2017.09.30_22.17.07.000, screenOff
2017.09.30_22.17.17.000, screenOn
2017.09.30_22.18.21.000, screenOff
2017.09.30_22.18.45.000, screenOff
2017.09.30_22.25.49.000, screenOn
2017.09.30_22.26.11.000, screenOff
2017.09.30_22.28.26.000, screenOn
2017.09.30_22.28.47.000, screenOff
2017.09.30_22.28.47.000, screenOn
2017.09.30_22.29.02.000, screenOff
2017.09.30_22.30.09.000, screenOn
2017.09.30_22.30.20.000, screenOff
2017.09.30_22.30.21.000, screenOn
2017.09.30_22.30.33.000, screenOff
2017.09.30_22.30.35.000, screenOn
2017.09.30_22.30.46.000, screenOff
2017.09.30_22.33.50.000, screenOn
2017.09.30_22.34.17.000, screenOff
2017.09.30_22.45.10.000, screenOn
2017.09.30_22.45.28.000, screenOff
2017.09.30_22.50.20.000, screenOff
2017.09.30_22.53.14.000, screenOn
2017.09.30_22.53.29.000, screenOff
2017.09.30_22.53.29.000, screenOn
2017.09.30_22.53.35.000, screenOff
2017.09.30_22.54.01.000, screenOff
2017.09.30_22.55.20.000, screenOn
2017.09.30_22.56.24.000, screenOff
2017.09.30_22.59.11.000, screenOff
2017.09.30_22.59.11.000, screenOn
2017.09.30_22.59.22.000, screenOff
2017.09.30_22.59.25.000, screenOn
2017.09.30_22.59.36.000, screenOff
2017.09.30_22.59.59.000, screenOn
2017.09.30_23.00.03.000, screenOff
2017.09.30_23.08.26.000, screenOn
2017.09.30_23.09.16.000, screenOff
2017.09.30_23.12.29.000, screenOn
2017.09.30_23.12.39.000, screenOff
2017.09.30_23.13.16.000, screenOff
2017.09.30_23.13.20.000, screenOn
2017.09.30_23.14.04.000, screenOff
2017.09.30_23.14.04.000, screenOn
2017.09.30_23.14.06.000, screenOff
2017.09.30_23.14.51.000, screenOn
2017.09.30_23.15.01.000, screenOff
2017.09.30_23.17.05.000, screenOn
2017.09.30_23.17.10.000, screenOff
2017.09.30_23.18.15.000, screenOff
2017.09.30_23.24.25.000, screenOn
2017.09.30_23.26.35.000, screenOff
2017.09.30_23.27.17.000, screenOn
2017.09.30_23.29.04.000, screenOff
2017.09.30_23.30.32.000, screenOn
2017.09.30_23.30.43.000, screenOff
2017.09.30_23.30.45.000, screenOn
2017.09.30_23.31.41.000, screenOff
2017.09.30_23.31.42.000, screenOn
2017.09.30_23.31.52.000, screenOff
2017.09.30_23.31.57.000, screenOn
2017.09.30_23.32.08.000, screenOff
2017.09.30_23.33.54.000, screenOn
2017.09.30_23.34.19.000, screenOff
2017.09.30_23.34.23.000, screenOn
2017.09.30_23.34.35.000, screenOff
2017.09.30_23.35.57.000, screenOn
2017.09.30_23.36.21.000, screenOff
2017.09.30_23.37.12.000, screenOn
2017.09.30_23.37.23.000, screenOff
2017.09.30_23.37.28.000, screenOn
2017.09.30_23.37.47.000, screenOff
2017.09.30_23.39.01.000, screenOn
2017.09.30_23.39.12.000, screenOff
2017.09.30_23.44.15.000, screenOn
2017.09.30_23.44.25.000, screenOff
2017.09.30_23.44.41.000, screenOn
2017.09.30_23.44.53.000, screenOff
2017.09.30_23.46.05.000, screenOn
2017.09.30_23.47.07.000, screenOff
2017.09.30_23.52.55.000, screenOn
2017.09.30_23.53.33.000, screenOff
2017.09.30_23.59.27.000, screenOn
2017.10.01_00.00.13.000, screenOff
2017.10.01_00.00.43.000, screenOn
2017.10.01_00.00.46.000, screenOff
2017.10.01_00.01.39.000, screenOn
2017.10.01_00.02.01.000, screenOff
2017.10.01_00.11.26.000, screenOn
2017.10.01_00.11.52.000, screenOff
2017.10.01_00.14.21.000, screenOn
2017.10.01_00.15.28.000, screenOff
2017.10.01_00.19.02.000, screenOn
2017.10.01_00.19.33.000, screenOff
2017.10.01_00.23.42.000, screenOn
2017.10.01_00.24.07.000, screenOff
2017.10.01_00.26.32.000, screenOn
2017.10.01_00.26.42.000, screenOff
2017.10.01_00.26.47.000, screenOn
2017.10.01_00.27.42.000, screenOff
2017.10.01_00.29.35.000, screenOn
2017.10.01_00.29.56.000, screenOff
2017.10.01_00.33.15.000, screenOn
2017.10.01_00.33.36.000, screenOff
2017.10.01_00.33.56.000, screenOn
2017.10.01_00.34.07.000, screenOff
2017.10.01_00.36.10.000, screenOn
2017.10.01_00.36.13.000, screenOff
2017.10.01_00.37.45.000, screenOn
2017.10.01_00.39.16.000, screenOff
2017.10.01_00.42.10.000, screenOn
2017.10.01_00.42.33.000, screenOff
2017.10.01_00.42.44.000, screenOn
2017.10.01_00.43.00.000, screenOff
2017.10.01_00.43.31.000, screenOn
2017.10.01_00.44.44.000, screenOff
2017.10.01_00.44.47.000, screenOn
2017.10.01_00.46.48.000, screenOff
2017.10.01_00.46.59.000, screenOn
2017.10.01_00.48.02.000, screenOff
2017.10.01_00.49.41.000, screenOn
2017.10.01_00.51.26.000, screenOff
2017.10.01_00.54.16.000, screenOn
2017.10.01_00.54.44.000, screenOff
2017.10.01_00.55.03.000, screenOn
2017.10.01_00.55.37.000, screenOff
2017.10.01_01.31.46.000, screenOn
2017.10.01_01.41.57.000, screenOff
2017.10.01_01.48.41.000, screenOn
2017.10.01_01.50.01.000, screenOff
2017.10.01_02.12.56.000, screenOff
2017.10.01_02.15.34.000, screenOn
2017.10.01_02.19.34.000, screenOff
2017.10.01_07.55.33.000, screenOn
2017.10.01_07.55.43.000, screenOff
2017.10.01_08.31.02.000, screenOn
2017.10.01_08.31.21.000, screenOff
2017.10.01_08.51.50.000, screenOff
2017.10.01_09.33.48.000, screenOn
2017.10.01_09.35.01.000, screenOff
2017.10.01_09.35.01.000, screenOn
2017.10.01_09.35.12.000, screenOff
2017.10.01_11.08.09.000, screenOn
2017.10.01_11.08.15.000, screenOff
2017.10.01_12.41.33.000, screenOff
2017.10.01_13.06.16.000, screenOn
2017.10.01_13.09.27.000, screenOff
2017.10.01_13.09.45.000, screenOn
2017.10.01_13.10.25.000, screenOff
2017.10.01_13.16.10.000, screenOff
2017.10.01_13.28.44.000, screenOff
2017.10.01_13.38.09.000, screenOff
2017.10.01_14.03.08.000, screenOff
2017.10.01_14.03.17.000, screenOn
2017.10.01_14.03.27.000, screenOff
2017.10.01_14.04.06.000, screenOn
2017.10.01_14.09.18.000, screenOff
2017.10.01_14.39.07.000, screenOff
2017.10.01_14.39.37.000, screenOn
2017.10.01_14.49.33.000, screenOff
2017.10.01_14.50.22.000, screenOff
2017.10.01_14.54.48.000, screenOn
2017.10.01_14.54.58.000, screenOff
2017.10.01_14.58.05.000, screenOn
2017.10.01_15.02.57.000, screenOff
2017.10.01_15.02.57.000, screenOn
2017.10.01_15.03.11.000, screenOff
2017.10.01_15.07.00.000, screenOn
2017.10.01_15.07.32.000, screenOff
2017.10.01_15.19.42.000, screenOff
2017.10.01_15.20.10.000, screenOn
2017.10.01_15.30.41.000, screenOff
2017.10.01_15.31.58.000, screenOn
2017.10.01_15.34.03.000, screenOff
2017.10.01_15.36.21.000, screenOn
2017.10.01_15.37.15.000, screenOff
2017.10.01_15.40.22.000, screenOn
2017.10.01_15.41.15.000, screenOff
2017.10.01_15.41.17.000, screenOn
2017.10.01_15.41.57.000, screenOff
2017.10.01_15.45.39.000, screenOff
2017.10.01_15.48.24.000, screenOn
2017.10.01_15.49.22.000, screenOff
2017.10.01_15.52.05.000, screenOn
2017.10.01_15.53.48.000, screenOff
2017.10.01_15.55.30.000, screenOn
2017.10.01_16.00.12.000, screenOff
2017.10.01_16.00.46.000, screenOn
2017.10.01_16.05.06.000, screenOff
2017.10.01_16.13.11.000, screenOff
2017.10.01_16.13.47.000, screenOn
2017.10.01_16.14.07.000, screenOff
2017.10.01_16.17.02.000, screenOn
2017.10.01_16.22.03.000, screenOff
2017.10.01_16.24.08.000, screenOn
2017.10.01_16.26.56.000, screenOff
2017.10.01_16.30.22.000, screenOff
2017.10.01_16.32.44.000, screenOff
2017.10.01_16.36.00.000, screenOn
2017.10.01_16.40.48.000, screenOff
2017.10.01_16.40.51.000, screenOn
2017.10.01_16.41.19.000, screenOff
2017.10.01_16.41.35.000, screenOff
2017.10.01_16.42.32.000, screenOff
2017.10.01_16.45.00.000, screenOn
2017.10.01_16.46.01.000, screenOff
2017.10.01_16.55.29.000, screenOn
2017.10.01_16.55.55.000, screenOff
2017.10.01_16.59.21.000, screenOn
2017.10.01_17.06.31.000, screenOff
2017.10.01_17.08.27.000, screenOn
2017.10.01_17.09.31.000, screenOff
2017.10.01_17.11.02.000, screenOn
2017.10.01_17.13.02.000, screenOff
2017.10.01_17.15.51.000, screenOff
2017.10.01_17.15.56.000, screenOn
2017.10.01_17.20.13.000, screenOff
2017.10.01_17.36.24.000, screenOn
2017.10.01_17.36.42.000, screenOff
2017.10.01_17.40.45.000, screenOff
2017.10.01_17.42.51.000, screenOn
2017.10.01_17.42.55.000, screenOff
2017.10.01_17.50.08.000, screenOn
2017.10.01_17.50.31.000, screenOff
2017.10.01_17.54.27.000, screenOff
2017.10.01_17.58.32.000, screenOn
2017.10.01_17.58.43.000, screenOff
2017.10.01_18.00.38.000, screenOn
2017.10.01_18.00.55.000, screenOff
2017.10.01_18.07.52.000, screenOn
2017.10.01_18.08.11.000, screenOff
2017.10.01_18.16.39.000, screenOn
2017.10.01_18.16.48.000, screenOff
2017.10.01_18.20.30.000, screenOn
2017.10.01_18.20.44.000, screenOff
2017.10.01_18.21.31.000, screenOn
2017.10.01_18.21.38.000, screenOff
2017.10.01_18.38.55.000, screenOn
2017.10.01_18.39.35.000, screenOff
2017.10.01_18.42.42.000, screenOff
2017.10.01_18.43.23.000, screenOn
2017.10.01_18.43.56.000, screenOff
2017.10.01_18.44.59.000, screenOn
2017.10.01_18.45.10.000, screenOff
2017.10.01_18.54.24.000, screenOn
2017.10.01_18.54.36.000, screenOff
2017.10.01_18.55.22.000, screenOn
2017.10.01_18.55.29.000, screenOff
2017.10.01_18.59.44.000, screenOn
2017.10.01_18.59.55.000, screenOff
2017.10.01_19.00.03.000, screenOn
2017.10.01_19.05.50.000, screenOff
2017.10.01_19.05.51.000, screenOn
2017.10.01_19.06.01.000, screenOff
2017.10.01_19.07.36.000, screenOn
2017.10.01_19.19.30.000, screenOff
2017.10.01_19.28.31.000, screenOff
2017.10.01_20.14.26.000, screenOn
2017.10.01_20.50.43.000, screenOn
2017.10.01_20.50.44.000, screenOff
2017.10.01_21.00.40.000, screenOn
2017.10.01_21.00.50.000, screenOff
2017.10.01_21.00.53.000, screenOn
2017.10.01_21.01.04.000, screenOff
2017.10.01_21.02.50.000, screenOff
2017.10.01_21.06.07.000, screenOn
2017.10.01_21.17.03.000, screenOff
2017.10.01_21.21.25.000, screenOn
2017.10.01_21.21.32.000, screenOff
2017.10.01_21.21.33.000, screenOn
2017.10.01_21.25.08.000, screenOff
2017.10.01_21.33.03.000, screenOn
2017.10.01_21.35.16.000, screenOff
2017.10.01_21.48.58.000, screenOn
2017.10.01_21.52.06.000, screenOff
2017.10.01_21.52.18.000, screenOff
2017.10.01_21.52.58.000, screenOff
2017.10.01_21.57.43.000, screenOn
