"_id","uid","date","min","flag","class"
"1224","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-09","25739238","1","null"
"1225","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-09","25739245","1","null"
"1226","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-09","25739246","1","null"
"1227","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-09","25739247","1","null"
"1228","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-09","25739250","1","null"
"1229","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-09","25739251","1","null"
"1230","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-09","25739252","1","null"
"1231","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-09","25739253","1","null"
"1232","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-09","25739257","1","null"
"1233","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-09","25739258","1","null"
"1234","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-09","25739259","1","null"
"1235","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-09","25739260","1","null"
"1236","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-09","25739261","1","null"
"1237","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-09","25739265","1","null"
"1238","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-09","25739266","1","null"
"1239","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-09","25739267","1","null"
"1240","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-09","25739268","1","null"
"1241","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-09","25739273","1","null"
"1242","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-09","25739274","1","null"
"1243","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-09","25739276","1","null"
"1244","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-09","25739277","1","null"
"1245","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-09","25739278","1","null"
"1246","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-09","25739279","1","null"
"1247","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-09","25739280","1","null"
"1248","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-09","25739281","1","null"
"1249","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-09","25739282","1","null"
"1250","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-09","25739283","1","null"
"1251","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-09","25739284","1","null"
"1252","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-09","25739285","1","null"
"1253","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-09","25739287","1","null"
"1254","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-09","25739288","1","null"
"1255","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-09","25739293","1","null"
"1256","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-09","25739294","1","null"
"1257","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-09","25739295","1","null"
"1258","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-09","25739296","1","null"
"1259","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-09","25739304","1","null"
"1260","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-09","25739305","1","null"
"1261","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-09","25739306","1","null"
"1262","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-09","25739307","1","null"
"1263","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-09","25739308","1","null"
"1264","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-09","25739384","1","null"
"1265","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-09","25739385","1","null"
"1266","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-09","25739386","1","null"
"1267","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-09","25739394","1","null"
"1268","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-09","25739395","1","null"
"1269","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739481","1","null"
"1270","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739482","1","null"
"1271","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739494","1","null"
"1272","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739495","1","null"
"1273","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739496","1","null"
"1274","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739497","1","null"
"1275","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739498","1","null"
"1276","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739499","1","null"
"1277","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739500","1","null"
"1278","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739501","1","null"
"1279","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739525","1","null"
"1280","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739526","1","null"
"1281","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739674","1","null"
"1282","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739675","1","null"
"1283","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739709","1","null"
"1284","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739710","1","null"
"1285","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739711","1","null"
"1286","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739712","1","null"
"1287","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739721","1","null"
"1288","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739722","1","null"
"1289","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739723","1","null"
"1290","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739724","1","null"
"1291","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739725","1","null"
"1292","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739726","1","null"
"1293","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739730","1","null"
"1294","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739731","1","null"
"1295","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739732","1","null"
"1296","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739740","1","null"
"1297","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739741","1","null"
"1298","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739742","1","null"
"1299","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739743","1","null"
"1300","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739744","1","null"
"1301","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739745","1","null"
"1302","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739774","1","null"
"1303","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739775","1","null"
"1304","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739776","1","null"
"1305","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739777","1","null"
"1306","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739798","1","null"
"1307","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739799","1","null"
"1308","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739812","1","null"
"1309","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739813","1","null"
"1310","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739814","1","null"
"1311","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739833","1","null"
"1312","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739834","1","null"
"1313","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739838","1","null"
"1314","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739839","1","null"
"1315","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739840","1","null"
"1316","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739841","1","null"
"1317","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739842","1","null"
"1318","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739843","1","null"
"1319","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739844","1","null"
"1320","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739845","1","null"
"1321","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739846","1","null"
"1322","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739847","1","null"
"1323","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739848","1","null"
"1324","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739849","1","null"
"1325","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739850","1","null"
"1326","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739851","1","null"
"1327","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739852","1","null"
"1328","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739853","1","null"
"1329","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739854","1","null"
"1330","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739904","1","null"
"1331","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739905","1","null"
"1332","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739906","1","null"
"1333","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739915","1","null"
"1334","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739916","1","null"
"1335","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739935","1","null"
"1336","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739936","1","null"
"1337","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739937","1","null"
"1338","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739966","1","null"
"1339","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739967","1","null"
"1340","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739976","1","null"
"1341","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739977","1","null"
"1342","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739978","1","null"
"1343","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739979","1","null"
"1344","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739980","1","null"
"1345","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739983","1","null"
"1346","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739984","1","null"
"1347","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739985","1","null"
"1348","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739995","1","null"
"1349","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739996","1","null"
"1350","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739997","1","null"
"1351","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25739998","1","null"
"1352","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740024","1","null"
"1353","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740025","1","null"
"1354","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740026","1","null"
"1355","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740027","1","null"
"1356","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740028","1","null"
"1357","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740029","1","null"
"1358","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740030","1","null"
"1359","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740031","1","null"
"1360","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740032","1","null"
"1361","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740033","1","null"
"1362","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740034","1","null"
"1363","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740035","1","null"
"1364","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740036","1","null"
"1365","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740037","1","null"
"1366","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740038","1","null"
"1367","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740039","1","null"
"1368","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740040","1","null"
"1369","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740041","1","null"
"1370","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740042","1","null"
"1371","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740043","1","null"
"1372","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740044","1","null"
"1373","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740045","1","null"
"1374","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740046","1","null"
"1375","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740047","1","null"
"1376","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740048","1","null"
"1377","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740049","1","null"
"1378","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740050","1","null"
"1379","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740051","1","null"
"1380","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740052","1","null"
"1381","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740053","1","null"
"1382","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740054","1","null"
"1383","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740055","1","null"
"1384","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740056","1","null"
"1385","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740057","1","null"
"1386","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740058","1","null"
"1387","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740059","1","null"
"1388","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740060","1","null"
"1389","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740061","1","null"
"1390","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740062","1","null"
"1391","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740063","1","null"
"1392","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740064","1","null"
"1393","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740065","1","null"
"1394","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740066","1","null"
"1395","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740067","1","null"
"1396","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740068","1","null"
"1397","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740069","1","null"
"1398","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740070","1","null"
"1399","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740071","1","null"
"1400","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740072","1","null"
"1401","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740073","1","null"
"1402","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740074","1","null"
"1403","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740075","1","null"
"1404","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740076","1","null"
"1405","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740077","1","null"
"1406","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740078","1","null"
"1407","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740079","1","null"
"1408","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740080","1","null"
"1409","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740081","1","null"
"1410","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740082","1","null"
"1411","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740083","1","null"
"1412","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740084","1","null"
"1413","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740085","1","null"
"1414","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740086","1","null"
"1415","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740087","1","null"
"1416","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740088","1","null"
"1417","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740089","1","null"
"1418","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740090","1","null"
"1419","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740091","1","null"
"1420","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740092","1","null"
"1421","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740093","1","null"
"1422","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740094","1","null"
"1423","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740095","1","null"
"1424","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740138","1","null"
"1425","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740139","1","null"
"1426","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740140","1","null"
"1427","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740141","1","null"
"1428","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740142","1","null"
"1429","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740143","1","null"
"1430","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740202","1","null"
"1431","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740203","1","null"
"1432","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740204","1","null"
"1433","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740205","1","null"
"1434","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740206","1","null"
"1435","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740207","1","null"
"1436","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740208","1","null"
"1437","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740209","1","null"
"1438","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740210","1","null"
"1439","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740242","1","null"
"1440","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740243","1","null"
"1441","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740244","1","null"
"1442","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740245","1","null"
"1443","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740274","1","null"
"1444","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740275","1","null"
"1445","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740276","1","null"
"1446","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740287","1","null"
"1447","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740288","1","null"
"1448","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740289","1","null"
"1449","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740290","1","null"
"1450","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740291","1","null"
"1451","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740292","1","null"
"1452","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740293","1","null"
"1453","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740294","1","null"
"1454","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740295","1","null"
"1455","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740296","1","null"
"1456","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740297","1","null"
"1457","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740300","1","null"
"1458","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740301","1","null"
"1459","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740302","1","null"
"1460","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740303","1","null"
"1461","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740326","1","null"
"1462","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740327","1","null"
"1463","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740329","1","null"
"1464","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740330","1","null"
"1465","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740380","1","null"
"1466","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740381","1","null"
"1467","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740404","1","null"
"1468","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740405","1","null"
"1469","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740406","1","null"
"1470","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740407","1","null"
"1471","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740408","1","null"
"1472","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740409","1","null"
"1473","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740410","1","null"
"1474","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740411","1","null"
"1475","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740412","1","null"
"1476","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740413","1","null"
"1477","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740426","1","null"
"1478","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740427","1","null"
"1479","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740433","1","null"
"1480","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740434","1","null"
"1481","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740435","1","null"
"1482","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740436","1","null"
"1483","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740437","1","null"
"1484","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740438","1","null"
"1485","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740439","1","null"
"1486","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740440","1","null"
"1487","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740443","1","null"
"1488","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740444","1","null"
"1489","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740464","1","null"
"1490","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740465","1","null"
"1491","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740466","1","null"
"1492","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740467","1","null"
"1493","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740468","1","null"
"1494","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740469","1","null"
"1495","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740470","1","null"
"1496","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740471","1","null"
"1497","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740472","1","null"
"1498","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740473","1","null"
"1499","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740474","1","null"
"1500","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740475","1","null"
"1501","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740476","1","null"
"1502","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740477","1","null"
"1503","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740478","1","null"
"1504","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740479","1","null"
"1505","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740480","1","null"
"1506","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740481","1","null"
"1507","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740482","1","null"
"1508","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740483","1","null"
"1509","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740484","1","null"
"1510","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740485","1","null"
"1511","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740486","1","null"
"1512","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740487","1","null"
"1513","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740488","1","null"
"1514","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740489","1","null"
"1515","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740490","1","null"
"1516","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740491","1","null"
"1517","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740492","1","null"
"1518","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740493","1","null"
"1519","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740494","1","null"
"1520","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740495","1","null"
"1521","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740521","1","null"
"1522","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740522","1","null"
"1523","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740523","1","null"
"1524","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740524","1","null"
"1525","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740525","1","null"
"1526","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","25740526","1","null"
